359,2,1,Bird,Chattering Lory,Lorius garrulus,APP II,,Indonesia,VU,,Lowland tropical forests throughout its range. Mostly found in the canopy of the forest.,"Dark red plumage, variable yellow patch on back suffused with green, wings and thighs are green, yellow band on underwing-coverts, rose-red band across underisde, end of tail blackish green.",DO NOT BUY Chattering Lorikeets. International trade or transport of Chattering Lorikeets is highly regulated. Many are smuggled for zoos and the pet trade Do not support operators that fail to be transparent about the source of their animals. Report trade to trusted authorities.,INVESTIGATE. International trade is highly regulated and requires a CITES permit. Examine all documentation and report to authorities.,"Blue-eared Lorikeet, Black-winged Lorikeet, Red Lorikeet, Violet-necked Lorikeet, Blue-streaked Lorikeet, Black-capped Lorikeet","Chattering Lorikeet, Yellow-backed Lory",Length ~30cm Weight ~200g,"Lorikeets don't always get along with other birds in captivity; they can become very aggressive if they think their territory or perceived possessions are being threatened. Keep isolated, where possible. Lorikeets can be kept in a cage covered by a cloth. Keep away from dogs, snakes, and other potential predators.",Harvested extensively for the pet trade.,"Birds are commonly trafficked as eggs or as sedated animals. Sometimes concealed on the smuggler's body in specially made pockets/pouches. Also found in suitcases, usually packed tightly into small plastic or cardboard cylinders/pipes. Also transported in cages, usually covered, by boat or land vehicle.",,"animal,feathers,red,small,beak,wings,tail,yellow,green",,"Psittacosis, Salmonella, Campylobacter, Newcastle disease, Avian TB, Allergic Alveolitis, West Nile virus, avian influenza, Mycobacterium, Aspergillus fumigatus.",Medium,1,7/9/2014 2:11,4,12/2/2015 3:55
360,2,0,Reptile,Chinese Alligator,Alligator sinensis,APP I,,China,CR,Dangerous,"Subtropical temperate region. Wetlands and swamps, ponds, lakes, as well as fresh water rivers and streams.",A reptile yellowish grey in color with pronounced black spotting of the lower jaw. A broad jaw dissimilar to crocodiles.This species also has an upturned snout which differs from its closest relative. Also a bony plate in the upper eyelid. The Chinese alligator can be distinguished from the American alligator by its lack of webbed feet.,DO NOT BUY Chinese alligators or their products. This species has been on the critically endangered species list since 1986. The international trade is regulated by CITES. The international trade of Chinese alligators is illegal. Report trade to trusted authorities.,"INVESTIGATE. No legal international trade in live specimens, their parts and products is permitted. Any papers purporting to allow such trade are false or unlawful. National protections may also apply. Examine each case for further investigative leads.","American Alligator, and Siamese crocodile","Chinese alligator, Yangtze alligator, Tou lung, Yow lung, T'o",Length up to 2.2m avg 1.4m Weight ~20-35kg,Avoid handling animal unnecessarily. Severe danger from biting risk. Request expert veterinary assistance. Contain and do not approach until veterinarians or expert handlers arrive.,"Skins for use as leather, and meat.",Commonly smuggled as eggs or juveniles hidden in boxes with air holes.,,"animal,scales,yellow,large,grey,black,tail",,"Bacterial infections: Aeromonas, Clostridium spp., Salmonella",Low,1,7/9/2014 2:20,4,3/28/2016 9:08
361,2,0,Reptile,Chinese Softshell Turtle,Pelodiscus sinensis,None,,"Vietnam,China,Japan,Taiwan",VU,Nocturnal,"Brackish water, rivers, lakes, ponds, canals, slow currents creeks, marshes, drainage ditches","Gray, brown, or green turtle with a long pointed nose. Hatchlings can be red, orange, yellow or white. Single distinct bump on front edge of carapace (top shell). Carapace can feature grooves and black markings and is soft rather than hard.",AVOID BUYING. Extensive farming of Chinese Softshell turtles has failed to relieve pressures on declining wild populations.,EXAMINE each case to check for protection under national laws. Report to authorities if necessary.,"Asiatic Softshell Turtle, Malayan Softshell Turtle","Labi China (Malaysia), Labi labi Cina (Indonesia)",adult Length: 25 - 35cm carapace length top shell Weight: 1.5-3kg,"Avoid handling turtles until experts and veterinarians arrive.This species moves quickly, and is a strong biter capable to badly injure human fingers (especially the adults). They can be kept in a pond (sometimes cemented pond) filled in with water, saw dust, and peat as a substrate, forming a muddy soil.  They may submerge itself in the muddy soil and stay quietly there.  Periodically, when the pond is empty, the substrate need to be sun dried to kill germs, fungi and other unwanted source of diseases, before it can be reused. The best way to pick them up is to watch them bury into the sand and carefully pick them up from behind.",Mainly for meat.,"Shipped by truck, boat and air freight, sometimes under frozen products. Specimens are often transported in plastic sacks. Specimens can be transported live or their eggs. Often concealed on persons or in luggage. Counterfeit documents purporting the legal shipment are common.",,"animal,scales,grey,small,brown,green,tail,shell",,"Bacterial infections: Salmonellosis, Aeromonasis, Campylobacteriosis,
Pseudomonas, Mycobacterium spp.",low,1,7/9/2014 2:27,4,3/28/2016 9:21
362,2,0,Reptile,Chinese Three-striped Box Turtle,Cuora trifasciata,APP II,,"China, Hong Kong-SAR, South East Asia",CR,,"Streams or stream banks, amongst hill and montane evergreen forest.",Brightly colored turtle with a long flat carapce (top shell). The top shell is brown with three black stripes. The head is yellow with brown marking behind the eyes and on the neck. The underbelly is bright orange/ pink.,DO NOT BUY Chinese three striped box turtles. This species is critically endangered and is at high risk of extinction due to exploitation for use in traditional Chinese Medicine.,INVESTIGATE. International trade is highly regulated and requires a CITES permit. Examine all documentation and report to authorities.,"Keeled box turtle, south Asian box turtle.",Golden Coin Turtle,Length ~20cm(carapace) Weight 300-400 g.,"Avoid handling animal unnecessarily. Handle with extreme care: egg yolks are easily broken in the female's body during rough handling or transport. Egg-carrying females are characterized by a higher carapace, or upper shell. Specimens in trade can have their shells broken and be internally wounded. These are very difficult to save and require expert veterinary assessment, which may call for specialized care.During handling and shipment, they maybe deliberately fasted to avoidÂ production of feces in the container and will not survive long without any food so it is essential these animals are placed in specialized veterinary care immediately. Ensure ventilation, but do not remove until a better holding environment can be found. Suspected captive bred or non-native specimens should not be released into the wild.",Mainly for the pet trade and meat.,"Shipped by truck, boat and air freight, sometimes under frozen products. Specimens are often transported in plastic sacks. Specimens can be transported live or their eggs. Often concealed on persons or in luggage. Counterfeit documents purporting the legal shipment are common.",,"animal,scales,brown,small,black,yellow,orange,tail,shell",,"Bacterial infections: Salmonellosis, Aeromonasis, Campylobacteriosis,
Pseudomonas, Mycobacterium spp.",Low,1,7/9/2014 2:34,4,3/29/2016 3:09
363,1,0,Bird,Christmas Boobook,Ninox natalis,APP I,,Christmas Island,VU,Nocturnal,"Tropical and subtropical moist lowlands, forest and shrubs.","A small owl with overall reddish colored, whitish breast and barred rufous, dark brown tail is dark brown with bands, yellowish-grey bill, yellow eyes","DO NOT BUY Christmas Island Hawk-Owl. International trade or transport of Christmas Island Hawk-Owls are heavily regulates under Australian law and CITES. This species is endemic to only one island, therefore extremely vulnerable. Report trade to trusted authorities.","INVESTIGATE. No legal international trade in live specimens, their parts and products is permitted. Any papers purporting to allow such trade are false or unlawful. National protections may also apply. Examine each case for further investigative leads.","Russet hawk-owl, cinnabar boobook, and southern boobook","Christmas Island Hawk-owl, Christmas Island Hawk-Owl",Length ~29cm Weight ~210g,Avoid handling animal unnecessarily. Avoid handling animal unnecessarily. Restraint can be carried out by one person carefully. No perch in box.,"Live animals, body parts for traditional medicine/magic.","Birds are commonly trafficked as eggs or as sedated animals. Sometimes concealed on the smuggler's body in specially made pockets/pouches. Also found in suitcases, usually packed tightly into small plastic or cardboard cylinders/pipes. Also transported in cages, usually covered, by boat or land vehicle.",,"animal,feathers,red,small,beak,wings,tail,white,brown",,"West Nile virus, avian influenza, Mycobacterium, Aspergillus fumigatus.",Medium,1,7/9/2014 2:40,4,3/29/2016 3:11
364,2,0,Mammal,Clouded Leopard,Neofelis nebulosa,APP I,,"South East Asia, China, Indian Subcontinent",VU,"Dangerous, Nocturnal",Tropical forests from low to high elevations.,"A medium sized cat brown to grey in color. Very distinct black, cloud-shaped blotches/markings on the fur. The tail is very long (usually same length as body) and marked with black rings.",DO NOT BUY Clouded leopards or their products. This species is considered vulnerable. International trade is illegal and many national protection laws exist.,"INVESTIGATE. No legal international trade in live specimens, their parts and products is permitted. Any papers purporting to allow such trade are false or unlawful. National protections may also apply. Examine each case for further investigative leads.",Sunda clouded leopard,,"(adult) Length ~180cm (head to tail tip) Weight: ~20kg
*Females are smaller","Avoid handling animal unnecessarily. Request expert veterinary assistance. Biting and scratch risk, caution should always be used to avoid injury. Animal should be under mild sedative for safety, contain and do not approach until veterinarians or expert handlers arrive.","Live as cubs for the pet trade. Parts including meat, bones, whiskers and penis for consumption and traditional medicines. Teeth and claws as jewelry, sometimes carved.","Pelts transported by vehicles, trains, boat and pack animals, sometimes hidden between fabric layers. Carcases (often frozen) in vehicles. Sedated cubs transported in luggage by air and vehicles.",,"animal,fur,brown,large,tail,grey,black",,"Campylobacter, Cat Scratch disease, Cryptosporidiosis, Hook worm, Leptospirosis, Yersinia pestis (Plague), Q fever, Rabies, Ringworm infection, Roundworm, Salmonella, tapeworms, Toxoplasmosis",Medium,1,7/9/2014 2:48,4,3/29/2016 3:10
365,2,0,Reptile,Common Water Monitor,Varanus salvator,APP II,,"Indian Subcontinent, South East Asia, China, Hong Kong",LC,Dangerous,"Forest, riverbanks and swamps. Cometimes even cities but always close to water as this species is water dependant.","The second longest lizard in the world with a slender, muscular body and long tail. The head is elongated and narrow. Long elongated snout with nostrils close to the end. Black stripes with yellow edges extend backwards from the eyes. Usually brown to black with yellow spots or markings that fade with age. Underbelly is whitish.",DO NOT BUY water monitors or their products. This species is heavily exploited for its leather and meat. This species international trade is heavily regulated and national protections may apply.,INVESTIGATE. International trade is highly regulated and requires a CITES permit. Examine all documentation and report to authorities.,"Panay Monitor Lizard, Common Indian Monitor, Gray's Monitor, Peach Throated Monitor, Banded Tree Monitor, Mangrove Monitor, Komodo Monitor.",Biawak in Malaysia and Indonesia,Length ~2m Weight ~40kg,Avoid handling animal unnecessarily. These are potentially very powerful and dangerous animals with the ability to injure you via bite or scratch. They are notoriously strong willed and may act aggressively if they feel they are being threatened or cornered. It is best to contain them in a safe enclosure and seek expert handlers.,Meat and leather.,Trafficked as eggs secreted on the person or as animals hidden in net sacks within luggage. Live animals may be trafficked in sacks or containers.,,"animal,scales,black,large,yellow,tail",,"Bacterial Infections: Salmonellosis, Aeromonas, Campylobacter, Pseudomonas",Medium,1,7/9/2014 19:10,4,3/29/2016 3:13
366,2,1,Bird,Crested Argus,Rheinardia ocellata,APP I,Included in Appendix I:  Rheinardia nigrescens,"Lao PDR,Malaysia,Vietnam",EN,,Primary and secondary moist evergreen forests in the lowlands,"These are pheasant like peafowl which have brown and black plumage with light colored spots. They have a pink bill, brown eyes surrounded by blue skin and two crests. Males and females are similar size. They have unusually sized wings in proportion to its weight.","DO NOT BUY Crested Argus or derivative products. This species is experiencing population decline due to unsustainable snaring for the pet trade, overhunting and habitat loss. Report to trusted authorities.","INVESTIGATE. No legal international trade in live specimens, their parts and products is permitted. Any papers purporting to allow such trade are false or unlawful. National protections may also apply. Examine each case for further investigative leads.",,Ocellated Pheasant,Length ~1.9-2.5m,"Avoid handling animal unnecessarily. Needs a small box to avoid injury. Relatively little is known about this species. They are incredibly shy and elusive and stress should be minimized. Request expert veterinary assistance. They can eat invertebrates, mollusks, amphibians, reptiles, bamboo shoots, fruit and fungi.",Sport hunting.,"Birds are commonly trafficked as eggs or as sedated animals. Sometimes concealed on the smuggler's body in specially made pockets/pouches. Also found in suitcases, usually packed tightly into small plastic or cardboard cylinders/pipes. Also transported in cages, usually covered, by boat or land vehicle.",,"animal,feathers,brown,large,beak,wings,tail,black,blue",,"West Nile virus, avian influenza, Mycobacterium, Aspergillus fumigatus",Medium,1,7/9/2014 19:16,1,10/2/2015 7:41
367,1,0,Bird,Cuban Amazon,Amazona leucocephala,APP I,,"Cuba,Bahamas,Cayman Islands",NT,,Woodlands and dry forests,Medium sized parrot with mainly green feathers with some blue wing feathers. Easily identifiable by striking red/rosy throat and white feathers around its eyes and forehead.  Its eyes are pale olive and its beak is pale yellow/white. It often times has pink legs although it differs between subspecies.,DO NOT BUY Cuban Amazon. This species is exploited for the pet trade and is a victim of illegal trapping.,"INVESTIGATE. No legal international trade in live specimens, their parts and products is permitted. Any papers purporting to allow such trade are false or unlawful. National protections may also apply. Examine each case for further investigative leads.",,"Rose-throated Parrot, Cuban Parrot",Length~28-33cm Weight ~250g,Avoid handling animal unnecessarily. Bite risk. Very intelligent birds and are known to bite if threatened. Need proper enrichment and prefer an aviary or suspended cage. Very social and inquisitive birds and like to be in relatively large flocks.,"Live animals, body parts for traditional medicine/magic.","Birds are commonly trafficked as eggs or as sedated animals. Sometimes concealed on the smuggler's body in specially made pockets/pouches. Also found in suitcases, usually packed tightly into small plastic or cardboard cylinders/pipes. Also transported in cages, usually covered, by boat or land vehicle.",,"animal,feathers,green,small,beak,wings,tail,blue,red,white",,"Psittacosis, Salmonella, Campylobacter, Newcastle disease, Avian TB, Allergic Alveolitis, West Nile virus, avian influenza, Mycobacterium, Aspergillus fumigatus.",Medium,1,7/9/2014 19:23,4,3/29/2016 3:15
368,3,1,Bird,Eastern Imperial Eagle,Aquila heliaca,APP I,,"Northeastern Africa, Asia, Europe",VU,Dangerous,Lowland forests and riverine areas. Can sometimes be found at higher elevations.,"A large and stocky eagle with dark black-brown feathers and white shoulder marking patches. The crown is pale golden as well as the nape. Bold streaks on the  yellow underside (ventral area) and under-wings, bi-coloured tail with grey base, sharp claws, hooked beak.","DO NOT BUY. Eastern Imperial Eagle, their parts or derivative products. This species is considered vulnerable and is protected by international and national laws.. Report trade to trusted authorities.","INVESTIGATE. No legal international trade in live specimens, their parts and products is permitted. Any papers purporting to allow such trade are false or unlawful. National protections may also apply. Examine each case for further investigative leads.","Verreaux's eagle, greater-spotted eagle, and lesser-spotted eagle","Asian Imperial Eagle, Eastern Imperial Eagle, Imperial Eagle",Length ~90cm; Weight ~3kg; Wingspan ~210cm,"Avoid handling animal unnecessarily. A large bird, caution particularly paid to talons. 2 people are required to manoeuvre and handle the bird. A gauntlet (Specifically double skinned eagle glove) when handling. Where possible, the head should be covered to placate the bird. But with a breathable material. No restraint must be placed on the head or neck. Legs and wings to be physically restrained. Wings to be held against the birds body, preferably wrapped in a towel to minimise feather damage or a casting jacket of the appropriate size used and velcroed for the same restraint. (The same size as that for a tawny eagle which is more readily available), Wings held  firmly but without applying too much pressure. Legs should be held firmly below the joint, taking careful consideration of the way the leg naturally bends, allowing the lower leg to move forward of the joint. The legs should be held in a fixed position and pressure must never be applied to divide the legs. Absolute care must be taken to ensure that hands and arms remain clear of the talons at all times. It would be preferable to allow the bird to grip a leather gauntlet or similar padded material (not towelling) to prevent it piercing its foot. The bird can be boxed in an appropriately sized box with ventilation and kept in the dark to prevent it becoming stressed and damaging itself in the crate. Sky kennels are suitable. A perch in the box should be avoided to prevent the bird from damaging itself. Plastic astro turf should be provided on the base to prevent the bird from slipping and splaying its legs.","Live animals, body parts for traditional medicine/magic.","Birds are commonly trafficked as eggs or as sedated animals. Sometimes concealed on the smuggler's body in specially made pockets/pouches. Also found in suitcases, usually packed tightly into small plastic or cardboard cylinders/pipes. Also transported in cages, usually covered, by boat or land vehicle.",,"animal,feathers,brown,medium,beak,wings,tail,black,white,yellow",,"West Nile virus, avian influenza, Mycobacterium, Aspergillus fumigatus.",Medium,1,7/9/2014 19:30,1,11/17/2015 4:37
369,1,0,Reptile,Egyptian Spiny-tailed Lizard,Uromastyx aegyptia,APP II,,"Middle East, Israel, Egypt",VU,Dangerous,"Dry, rocky areas","A large spniy-tailed lizard with a relatively short tail. Body is a uniform brown color but can change according to temperature, Head is large and body and legs are strong and stocky. Can be distinguished from Uromastyx ornata by its lack of markings.",DO NOT BUY Egyptian spiny-tailed lizards. This species is protected by international trade laws and harvested extensively for its hide and the pet trade.,INVESTIGATE. International trade is highly regulated and requires a CITES permit. Examine all documentation and report to authorities.,"Schmidt's Spiny-tailed Lizard, Ornate Mastigure",Egyptian Mastigure,Length~ 75cm Weight ~2kg,Avoid handling animal unnecessarily. This is a highly mobile species and potentially powerful.  Lizards will not feel secure unless all of their limbs are supported. Do not exert any pressure on its back but rather allow the lizard to rest calmly in your hand gently grasping it. May exhibit tail dropping behavior when cornered,Live animals for the pet trade,"Trafficked as eggs secreted on the person or as animals hidden in net sacks within luggage, or in small boxes hidden on person",,"animal,scales,brown,small,tail",,"Bacterial Infections: Salmonellosis, Aeromonas, Campylobacter, Pseudomonas",low,1,7/9/2014 19:34,4,3/29/2016 3:20
370,2,0,Reptile,Estuarine Crocodile,Crocodylus porosus,APP I,"Except the populations of Australia, Indonesia, Malaysiaand Papua New Guinea, which are included in Appendix II","Hong Kong, India, Sri Lanka, South East Asia, northern Oceania including Australia",LC,Dangerous,"Mostly in coastal waters and around rivers. The species can also be found in billabongs, lakes and swamps. The young are raised in freshwater.",The largest reptile alive with a very large head. Oval shaped scales with a dark-green colored skin. Lighter tan area under the body. Juveniles tend to be pale yellow with black stripes and spots which last for several years.,"DO NOT BUY Estuarine crocodiles for their hides or their products. The international trade is regulated by CITES. While current populations are healthy in areas, the high value of the hides makes the species a target to poaching. When the animals are farmed, only a small portion of the animal is used, the rest discarded.","INVESTIGATE. No legal international trade in live specimens, their parts and products is permitted. Any papers purporting to allow such trade are false or unlawful. National protections may also apply. Examine each case for further investigative leads.",,"Salt-water crocodile,",Length - 6-7m Weight ~1000-1200kg,"Avoid handling animal unnecessarily. Use extreme caution, as the animal is extremely dangerous. Request expert veterinary assistance. Contain and do not approach until veterinarians or expert handlers arrive.","Skins for use as leather, and meat.",Commonly smuggled as eggs or juveniles hidden in boxes with air holes.,,"animal,scales,green,large,brown,tail",,"Bacterial infections: Aeromonas, Clostridium spp., Salmonella",Low,1,7/9/2014 19:43,4,3/29/2016 3:23
371,2,1,Reptile,False Gharial,Tomistoma schlegelii,APP I,,"Indonesia,Malaysia",VU,Dangerous,"Fresh-water systems including swamps, rivers and lakes.",Reptile that is olive-brown in color with large distinct black blotches from the snout to the tail that tend to fade with age. The eyes are yellowish-brown and the snout narrows gradually. The elongated snout is very thin when compared to other crocodiles. They have a white underbelly.,"DO NOT BUY False Gharial hides or any of their by-products. As this species is listed as endangered, the wild population faces extinction if proper measures are not taken.","INVESTIGATE. No legal international trade in live specimens, their parts and products is permitted. Any papers purporting to allow such trade are false or unlawful. National protections may also apply. Examine each case for further investigative leads.",,"Malayan Gharial, Sunda gharial, Tomistoma, Tomistoma",~Length 5-7m ~Weight ~40kg,Avoid handling animal unnecessarily. Severe danger from biting risk. Request expert veterinary assistance. Contain and do not approach until veterinarians or expert handlers arrive.,"Skins for use as leather, and meat.",Commonly smuggled as eggs or juveniles hidden in boxes with air holes.,,"animal,scales,brown,large,black,tail",,"Bacterial infections: Aeromonas, Clostridium spp., Salmonella",Low,1,7/9/2014 19:50,1,11/17/2015 4:41
372,2,0,Mammal,Flat-headed Cat,Prionailurus planiceps,APP I,,South East Asia,EN,"Dangerous,Nocturnal","Lowland tropical rainforests, freshwater habitats, coastal and lowland areas","They have small ears, and the top of its head is long and flattened. They have thick reddish-brown fur on top of head, hair of upper parts brown with fine grey and pale buff speckles, dark brown on the body, and off-white on the underbelly. They have rounded ears, and the eyes are close together.",DO NOT BUY. Flat-headed Cat is a highly unsustainable product. Several thousand Flat-headed Cats are all that remain in the wild across the world. Report trade to trusted authorities.,"INVESTIGATE. No legal international trade in live specimens, their parts and products is permitted. Any papers purporting to allow such trade are false or unlawful. National protections may also apply. Examine each case for further investigative leads.","Asian Golden Cat, Marbled Cat, Flat-headed Cat, Leopard Cat",,Length ~ 70cm (head to tail tip) Weight 1.5-2.5kg,"Avoid handling animal unnecessarily. Request expert veterinary assistance. Biting and scratch risk, caution should always be used to avoid injury. Animal should be under mild sedative for safety, contain and do not approach until veterinarians or expert handlers arrive.","Live as cubs for the pet trade. Parts including meat, bones, whiskers and penis for consumption and traditional medicines. Teeth and claws as jewelry, sometimes carved.","Pelts transported by vehicles, trains, boat and pack animals, sometimes hidden between fabric layers. Carcases (often frozen) in vehicles. Sedated cubs transported in luggage by air and vehicles.",,"animal,fur,brown,medium,tail,red,grey,white",,"Campylobacter, Cat Scratch disease, Cryptosporidiosis, Hook worm, Leptospirosis, Yersinia pestis (Plague), Q fever, Rabies, Ringworm infection, Roundworm, Salmonella, tapeworms, Toxoplasmosis",High,1,7/9/2014 19:55,4,3/29/2016 3:25
375,3,0,Reptile,Geometric Tortoise,Psammobates geometricus,APP I,,South Africa,CR,,Coastal lowlands in Southern Africa.,A small tortoise with a very distinct carapace (shell). Pyramid like scutes cover the shell with yellow centres and lines of yellow radiating outwards. The shell is green to black underneath the yellow markings. The head and limbs are dark brown with yellow blotches and marks.,DO NOT BUY  Geometric tortoises. This species is highly endangered and its habitat is restricted to one small area of Southern Africa. Report trade.,"INVESTIGATE. No legal international trade in live specimens, their parts and products is permitted. Any papers purporting to allow such trade are false or unlawful. National protections may also apply. Examine each case for further investigative leads.",,,Length ~15 - 20cm(carapace),"Avoid handling animal unnecessarily. Handle with extreme care: egg yolks are easily broken in the female's body during rough handling or transport. Egg-carrying females are characterized by a higher carapace, or upper shell. Specimens in trade can have their shells broken and be internally wounded. These are very difficult to save and require expert veterinary assessment, which may call for specialized care.During handling and shipment, they maybe deliberately fasted to avoid production of feces in the container and will not survive long without any food so it is essential these animals are placed in specialized veterinary care immediately. Ensure ventilation, but do not remove until a better holding environment can be found. Suspected captive bred or non-native specimens should not be released into the wild.",Mainly for the pet trade.,"Shipped by truck, boat and air freight, sometimes under frozen products. Specimens are often transported in plastic sacks. Specimens can be transported live or their eggs. Often concealed on persons or in luggage. Counterfeit documents purporting the legal shipment are common.",,"animal,scales,yellow,small,brown,black,green,tail,shell",,"Bacterial infections: Salmonellosis, Edwardsiella, Campylobacteriosis",Low,1,7/9/2014 20:16,4,3/29/2016 3:34
376,1,1,Invertebrate,Giant Clams,Tridacna gigas,APP II,,"South Pacific, South Indian Ocean, South China Sea",VU,Disease Risk,Warm tropical  reefs to a depth up to 20 meters,"This shellfish is the largest species of bivalve mollusk. The shell has two valves, and the mantle is visible between the shells. The mantle can have small blue green circles and lines on it.","DO NOT BUY. Giant Clams, their parts or derivative products. International trade or transport of the giant clam, their parts and derived products is highly regulated. Report trade to trusted authorities. Giant Clams are classified as vulnerable, as a result of over-fishing, habitat loss and degradation.",INVESTIGATE. International trade is highly regulated and requires a CITES permit. Examine all documentation and report to authorities.,"Fluted clam, Southern giant clam, small giant clam.",Benitier Geant,Length ~ 1.3m  Weight ~ 300kgs,Avoid handling animal unnecessarily. Prefers moderate indirect water movement and moderate to high lighting. Make sure the clam's mantle is pointed upward toward the light to ensure that it is getting nutrients. There is potential foodborne disease risk when consuming undercooked clams.,Pet trade (aquariums) and meat,Transported on fishing boats.,,"animal,,grey,large,blue,green,shell",,"Bacterial infections from contaminated water: Vibriosis, Mycobacteriosis, Aeromonasis, Pseudomoniasis, Campylobacter, Erysipelas, Leptosprirosis, Botulism, Edwardsiella, E. coli, salmonellosis.",Medium,1,7/9/2014 20:21,1,11/13/2015 2:11
377,2,0,Plant,Giant Malaysian Pitcher Plant,Nepenthes rajah,APP I,,Malaysia,EN,,Open sites in Mossy Forests.,A large carnivorous plant found in Borneo with a distinct basket shaped pitcher The color ranges from green to almost purple.,DO NOT BUY pitcher plants. Any wild pitcher plants are protected from international trade. This species in endangered and only found in open small area in the wild making this plant very vulnerable. Report trade.,"INVESTIGATE. No legal international trade in live specimens, their parts and products is permitted. Any papers purporting to allow such trade are false or unlawful. National protections may also apply. Examine each case for further investigative leads.",,,Stem length ~5cm Pitcher Height ~30cm Pitcher width ~15cm,Avoid handling unnecessarily.,"Collectibles for enthusiasts, or as founding stock for cloning in nurseries.","Smuggled by air and overland, often in boxes or other containers, including plastic drums.",,"plant,intact,ornamental",,,,1,7/9/2014 20:27,4,3/29/2016 3:39
378,2,0,Fish,Giant Pangasius,Pangasius sanitwongsei,None,,"South East Asia, China",CR,,River basins in the Mekong river and Thaialnd's Chao Praya river.,"A large catfish silver in color with a distinct, large black dorsal fin. All other fins are also black.",DO NOT BUY Giant Pangasius or support fisheries which catch them. This species is considered critically endangered. Report trade.,EXAMINE each case to check for protection under national laws. Report to authorities if necessary.,,"Paroon shark, Chao Praya giant catfish, Dog-eating catfish, Pangasid-catfish, Pla Tepa (Thai)",Length up to 300 cm Weight up to 300 kg,"Avoid handling animal unnecessarily. It has small jagged teeth and caution should be used. It prefers small fish, animal scraps and some crustaceans. Often exhibits last minute bursts of energy.",Pet trade and meat.,Fish are commonly smuggled with other non-protected species.,,"animal,scales,white,large,black,tail,fin",,"Potential for parasites if consuming undercooked meat nematode: C. philippinensis, G. Hipidium Trematode: C. sinensis, O. viverrini Cestode: D. latum

Bacterial infections from contaminated water: Vibriosis, Mycobacteriosis, Aeromonasis, Pseudomoniasis, C",Medium,1,7/9/2014 20:36,4,3/29/2016 3:39
379,2,1,Bird,Giant Scops-owl,Otus gurneyi (formerly Mimizuku gurneyi),APP I,,Philippines,VU,Nocturnal,Sub-tropical and tropical low-lying forests.,"Dark eyes, facial disc outlined in black, white eyebrows, brown crown, darker streaks on upperparts, whitish underparts, barred flight feathers and pale line on scapulars, and a rufous body with bold black streaks",DO NOT BUY Giant Scops Owls. International trade or transport of the Giant Scop's Owl is illegal. Report trade to trusted authorities.,"INVESTIGATE. No legal international trade in live specimens, their parts and products is permitted. Any papers purporting to allow such trade are false or unlawful. National protections may also apply. Examine each case for further investigative leads.","Usambara eagle-owl, brown fish-owl, christmas hawk-owl","Giant Scops Owl, Lesser Eagle-Owl",Length ~30cm Weight ~80g,"Avoid handling animal unnecessarily. Small to medium falcon, use a standard gauntlet for restraint. Beak will inflict superficial injury, talons will also inflict injury. The bird can be restrained by one person holding in the wings and keeping the feet away from one's body. Hoods are often used for falcons and should be utilized to keep the bird calm, provided the right size is available, the nares are kept clear, the beak can be opened and the fit is not too tight. If this is the case, one person should restrain the bird, another should fit the hood. Where hooding is not an option, the head should be covered for movement and released when in a box or sky kennel. No perch is required but astro turf on the floor to prevent slipping and splaying.","Live animals, body parts for traditional medicine/magic.","Birds are commonly trafficked as eggs or as sedated animals. Sometimes concealed on the smuggler's body in specially made pockets/pouches. Also found in suitcases, usually packed tightly into small plastic or cardboard cylinders/pipes. Also transported in cages, usually covered, by boat or land vehicle.",,"animal,feathers,brown,small,beak,wings,tail,white",,"West Nile virus, avian influenza, Mycobacterium, Aspergillus fumigatus.",Medium,1,7/9/2014 20:42,1,10/2/2015 8:00
