species_id,language,common_name,habitat,basic_id_cues,consumer_advice,enforcement_advice,similar_animals,known_as,average_size_weight,first_responder,traded_as,common_trafficking,notes,disease_name
93,pt,Pangolim chinês,Florestas e bordas / arbustos florestais em toda área de ocorrência,"Um comedor de formigas (às vezes chamado de ""tamanduá de escamas"")  com uma pequena cabeça cônica. Pangolins são cobertos da cabeça aos pés com muitas fileiras de escamas.O pangolim chinês é de cor bronze com um corpo redondo, escamas sobrepostas com pêlo, olhos pequenos, boca estreita, cabeça pontiaguda, nariz rechonchudo, narinas na ponta do nariz e longas garras afiadas.",NÃO COMPRE pangolins ou quaisquer produtos derivados. O comércio de pangolins é altamente insustentável. O consumo de pangolim não tem benefício medicinal comprovado. É ilegal transportar pangolins ou suas partes internacionalmente. Relate o comércio para autoridades confiáveis.,"INVESTIGUE. Não existe comércio internacional legal em espécimes vivos, suas partes e produtos. Quaisquer documentos apresentados que busquem permitir ou apoiar a negociação são falsos ou ilegais. Também pode existir proteção em nível nacional. Examine cada caso para obter pistas e informações que podem ser úteis na investigação.","Pangolim filipino, pangolim malaio, pangolim indiano, pangolim arborícola, pangolim de cauda longa, pangolim gigante, Pangolim terrestre do cabo; escamas de pangolim, medicamentos tradicionais derivados de pangolim",,Comprimento ~130cm (cabeça à ponta da cauda) Peso ~2.5kg,"Muitos pangolins obtidos ilegalmente são transportados em sacos de malha, sacos de arroz ou em redes. É aconselhável não remover os pangolins. Os sacos/redes podem ser levemente borrifados com água para refrescar os animais. Nunca transporte em saco plástico ou outra sacola não ventilada. Juvenis separados da mãe precisam de calor e cuidados veterinários imediatos. Mantenha longe de barulho e predadores potenciais (especialmente cachorros). Pangolins devem ser liberados o quanto antes, mas apenas em sua área nativa e idealmente uma área protegida. Não devem ser retidos por mais de 24 horas, a menos que grandes quantidades de formigas ou cupins possam ser fornecidos. Nunca tente desenrolar à força um pangolim enrolado","Comumente utilizados como animais vivos. Também como carne, fetos, fetos secos, couro, escamas e remédio em pó (moído).","Animais transportados vivos e embalados em sacos, em redes por barco e/ou veículos terrestres (carros e caminhões). Muitas vezes escondidos no meio de cargas legaais. Também são transportados congelados por contêineres em navios. Podem ser rotulados como outros produtos congelados. As escamas são embaladas em sacos/recipientes, escondidos em plásticos.",,"Tularemia, Mycobacterium bovis, Leptospirose"
93,fr,Pangolin de Chine,Forêt et lisières/arbustes forestiers dans toute son aire de répartition.,"Un fourmilier avec une petite tête conique. Les pangolins sont couverts de la tête aux pieds par de nombreuses rangées d'écailles. Le Pangolin chinois est de couleur bronze avec un corps rond, des écailles qui se chevauchent avec des cheveux, de petits yeux, une bouche étroite, une tête pointue, un nez dodu, des narines au bout du nez et de longues griffes pointues.",N'ACHETEZ PAS de pangolins ou de produits dérivés. Le commerce des pangolins est très insoutenable. La consommation de pangolin n'a aucun effet médicinal prouvé. Il est illégal de transporter des pangolins ou leurs parties à l'étranger. Signalez le commerce aux autorités de confiance.,"ENQUÊTEZ. Aucun commerce international légal de spécimens vivants, de leurs parties et produits n'est autorisé. Tout document visant à autoriser un tel commerce est faux ou illégal. Des protections nationales peuvent également s'appliquer. Examinez chaque cas pour trouver d'autres pistes d'enquête.","Pangolin de Palawan/Philippine (Manis culionensis), Grand Pangolin d'Inde , Pangolin à petites écailles, Pangolin à longue queue, Pangolin géant, Pangolin de Temminck; Écailles de pangolin, médicaments dérivés du pangolin",,Longueur ~130cm (de la tête à la pointe de la queue) Poids ~2. 5kg,"De nombreux pangolins obtenus illégalement sont transportés dans des sacs en filet ou des sacs ou filets de riz. Il est conseillé de ne pas enlever le pangolin de ceux-ci. Les sacs et les filets peuvent être légèrement arrosés d'eau pour aider les animaux à rester au frais. Ne les transportez jamais dans des sacs en plastique ou autres sacs non ventilés. Les juvéniles séparés de leur mère ont besoin de chaleur et de soins vétérinaires immédiats. Tenez à l'écart du bruit et des prédateurs potentiels (surtout les chiens). Les pangolins devraient être remis en liberté dès que possible, mais seulement dans leur aire de répartition naturelle et, idéalement, dans une aire protégée. Ils ne devraient pas être gardés, retenus plus de 24 heures à moins que de grandes quantités de fourmis ou de termites ne puissent être fournies. N'essayez jamais de dérouler de force un pangolin enroulé.","Communément commercialisés comme animaux vivants. Aussi que comme viande, fœtus, fœtus séchés, cuir, écailles et poudre moulue en médecine.","Si vivant transporté dans des sacs, filets par bateau et véhicule terrestre (voiture et camion). Souvent caché sous ou derrière une cargaison légale. Congelé par conteneur dans un bateau. Peut être étiqueté comme tout autre produit congelé. Ecailles dans des sacs, conteneurs, cachées parmi le plastique.",,"Tularémie, Mycobacterium bovis, leptospirose"
97,pt,Cobra real,"Manguezais, áreas agrícolas, bosques de bambu e florestas, geralmente perto de córregos.","A mais longa de todas as cobras venenosas. A cabeça é achatada e larga. O pescoço possui um capuz distinto que pode ser ampliado quando a cobra se sente ameaçada. Facilmente distinguível pelo tamanho. As cores variam de marrom a preto, às vezes com faixas amarelas. O baixo-ventre geralmente é de creme a amarelo.",NÃO COMPRE Cobras-reais. O comércio internacional é controlado e o animal é extremamente perigoso.,INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,Outras espécies de cobra,Cobra rei,Comprimento ~2.5-5.5m Peso ~kg,"Evite manusear os animais desnecessariamente. Aconselha-se cautela, o animal é muito perigoso. Solicite assistência veterinária especializada. Contenha e não se aproxime até que os veterinários ou especialistas em manejo cheguem.","Coletados por causa da pele, carne e bile para uso na medicina tradicional asiática. Animal vivo para uso em zoológicos e eventos/exibições.",Muitas vezes transportados em sacos. Também transportados na fase juvenil ou os ovos.,,"Infecções bacterianas: Salmonela, Aeromonas, Edwardsiella, campylobacter, pseudomonas, Mycobacterium ulcerans, E. coli"
97,fr,Cobra royal,"Mangroves, zones agricoles, bosquets de bambous et forêts, généralement près des ruisseaux.","Le plus long de tous les serpents venimeux. La tête est aplatie et large. Le cou est doté d'un capuchon distinct qui peut être agrandi lorsque le serpent se sent menacé. Facilement reconnaissable par sa taille. Les couleurs vont du brun au noir, parfois avec des bandes jaunes. Le dessous du ventre est habituellement de couleur crème à jaune.",N'ACHETEZ PAS de cobras royals. Le commerce international est réglementé et l'animal est extrêmement dangereux.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,Autres espèces de cobra,,"Longueur ~2,5-5,5 m Poids ~kg","Évitez de manipuler l'animal inutilement. La prudence est de mise, car l'animal est très dangereux. Demandez l'assistance d'un vétérinaire expert. Contenez et ne vous approchez pas avant l'arrivée des vétérinaires ou de préposés aux animaux experts.","Prélevé pour sa peau, sa viande et sa bile pour la médecine traditionnelle asiatique. En direct pour utilisation dans les zoos et les spectacles.",Souvent transportés dans des sacs. Également transportés en tant juvéniles et en tant qu'œufs.,,"Infections bactériennes : salmonellose, Aeromonas, Edwardsiella, campylobactériose, Pseudomonas, Mycobacterium ulcerans, E. coli"
98,pt,Chiru,"Ambientes de estepe alpinos abertos e frios, elevações mais altas, terreno plano aberto com cobertura vegetal esparsa.","O pêlo varia de castanho pálido ao marrom avermelhado, com partes inferiores brancas e cor de creme, e do marrom escuro ao preto e das patas dianteiras. Na época de acasalamento, os machos ficam muito pálidos, quase brancos, contrastando com o rosto e as pernas negros. Os chifres negros são longos e finos, curvando-se ligeiramente para a frente nas pontas. O subpêlo (camada inferior de pêlos, abaixo da pelagem principal) é muito macio e exuberante.","NÃO COMPRE Antílope tibetano, suas partes ou produtos deles derivados. O transporte e comércio internacional dos animais, suas partes e produtos derivados são ilegais. A maior parte dos países controla rigorosamente o comércio e posse de antílopes tibetanos. São animais perigosos, e de manutenção difícil e cara. Não são adequados como animais de estimação. Medicamentos derivados destes animais não possuem benefícios medicinais comprovados. Agentes de turismo desonestos já foram ligados ao tráfico, abuso e até mortes de antílopes tibetanos. Não financie agentes e operadoras de turismo que não são transparentes sobre a fonte dos animais que utilizam.  Denuncie o comércio para autoridades de confiança.","INVESTIGUE. Não existe comércio internacional legal em espécimes vivos, suas partes e produtos. Quaisquer documentos apresentados que busquem permitir ou apoiar a negociação são falsos ou ilegais. Também pode existir proteção em nível nacional. Examine cada caso para obter pistas e informações que podem ser úteis na investigação.","Chifres de antílope, Shahtoosh, gazela tibetana","Antílope tibetano, Zang Lingyang (Chinês), Gtsod (Tibetano)","Comprimento ~ 135cm (corpo Comprimento) Peso ~40kg, Comprimento do chifre 15-25 cm Altura do ombro ~85cm","Evite manusear os animais desnecessariamente. Solicite assistência veterinária especializada. Por medidas de segurança, o animal deve estar sedativo leve, mantenha controle e não se aproxime até que o veterinário ou o especialista em manejo chegue. Mantenha longe de cachorros e gado.","A pelagem inferior é utilizada para confeccionar xales Shahtoosh, chifres e crânios vendidos como troféus e decorações.","Transportado juntamente com outros xales de origem legais, como pashmina ou cashmere.",,"Antraz, Brucella, Campilobacteriose, Varíola, Rotavirus, Leptospirose, Listeria, Pseudomonas, Febre Q, Sarna sarcóptica, Tuberculose, Salmonela, Giárdia"
98,pt,xale Shahtoosh,,"Shatoosh é o nome dado aos xales bordados tradicionalmente tecidos na Caxemira do subfino extremamente fino do antílope tibetano. Este material é tão fino que os xales supostamente podem ser passados ??por uma aliança de casamento. Devido ao alto valor do produto acabado, muitos antílopes tibetanos foram mortos por suas peles. Este comércio e a tecelagem e venda de shatoosh é agora ilegal.",NÃO COMPRE. Comércio internacional ou transporte de Shahtoosh é ilegal. O animal está sendo morto ilegalmente em grande número por causa de sua lã na produção de Shahtoosh. A maioria dos países também regulam estritamente o comércio e a propriedade do Shahtoosh. Relate o comércio para autoridades confiáveis.,"INVESTIGUE. Não existe comércio internacional legal em espécimes vivos, suas partes e produtos. Quaisquer documentos apresentados que busquem permitir ou apoiar a negociação são falsos ou ilegais. Também pode existir proteção em nível nacional. Examine cada caso para obter pistas e informações que podem ser úteis na investigação.","chiru  (antílope tibetano), chifres de antílope, xale Shahtoosh",,Variável,Evite manusear os animais desnecessariamente. Sempre use luvas de plástico estéreis  ao lidar com evidências. Retire uma amostra da apreensão (incluindo partes e/ou carcaças) antes de seguir os protocolos de sua agência.,Lã Shahtoosh processada como xales,"Contrabandeado com remessas de outros xales legais, como a pashmina.","Shahtoosh is made from the under fur of the Antelope. Up to five antelope are needed to produce a single shawl. The Tibetan Antelope has a worrying decline in numbers recorded in their population with as many as 20,000 individuals killed annually mainly t",
98,fr,Antilope du Tibet,"Milieux alpins ouverts, steppes froides, hautes altitudes, terrain plat et ouvert avec une couverture végétale clairsemée.","Le pelage varie du fauve pâle au brun-rougeâtre, avec des parties inférieures blanc crème et des faces et pattes avant brun foncé à noir. Pendant la saison des amours, les mâles deviennent très pâles, presque blancs, contrastant avec le visage et les pattes noirs. Les cornes noires sont longues et élancées, légèrement courbées vers l'avant à leur extrémité. Le sous-poils est très doux et luxuriant.","N'ACHETEZ PAS d'antilope du Tibet, leurs parties ou produits dérivés. Le commerce ou le transport international de l'antilope du Tibet, de ses parties et produits dérivés est illégal. La plupart des pays réglementent également strictement le commerce et la propriété des antilopes du Tibet. Les antilopes du Tibet sont dangereuses, coûteuses et difficiles à garder. Ils ne font pas des animaux de compagnie appropriés. Les médicaments dérivés de l'antilope tibétaine n'ont aucun effet médicinal prouvé. Des opérateurs touristiques dignes de confiance ont été associés au trafic, à l'abus et à l'abattage d'antilopes du Tibet. N'appuyez pas les exploitants qui ne font pas preuve de transparence quant à l'origine de leurs animaux. Signalez le commerce aux autorités de confiance.","ENQUÊTEZ. Aucun commerce international légal de spécimens vivants, de leurs parties et produits n'est autorisé. Tout document visant à autoriser un tel commerce est faux ou illégal. Des protections nationales peuvent également s'appliquer. Examinez chaque cas pour trouver d'autres pistes d'enquête.","Cornes Antelope, Shahtoosh, Gazelle du Tibet","Antilope du Tibet, Zang Lingyang (Chinois), Gtsod (Tibétain)","Longueur ~ 135cm (longueur du corps) Poids ~40kg, Longueur corne 15-25 cm Hauteur épaule ~85cm",Évitez de manipuler l'animal inutilement. Demandez l'assistance d'un vétérinaire expert. L'animal doit être sous sédatif léger pour des raisons de sécurité. Contenez et ne vous approchez pas avant l'arrivée des vétérinaires ou de préposés aux animaux experts. Tenez à l'écart des chiens et du bétail.,"Duvet transformé en châles Shahtoosh, cornes et crânes vendus comme trophées et décorations.","transporté avec d'autres châles légaux haut de gamme, comme le pashmina ou le cachemire.",,"Anthrax, Brucella, campylobactériose, virus de la variole, Rotavirus, leptospirose, listériose, Pseudomonas, fièvre Q, gale sarcoptique, tuberculose, salomonellose, Giardia"
98,fr,Shahtoosh,,"Shatoosh est le nom donné aux châles brodés traditionnellement tissés au Cachemire à partir du sous-poils extrêmement fin de l'antilope du Tibet. Ce matériau est si fin que les châles peuvent être passés à travers une bague de mariage. En raison de la grande valeur du produit fini, de nombreuses antilopes tibétaines ont été tuées pour leur fourrure. Ce commerce ainsi que le tissage et la vente de shatoosh sont maintenant illégaux.",N'ACHETEZ PAS. Le commerce ou le transport international de Shahtoosh est illégal. Les antilopes tibétaines sont tuées illégalement en grand nombre pour leur laine dans la production de Shahtoosh. La plupart des pays réglementent aussi strictement le commerce et la propriété des Shahtoosh. Signalez le commerce aux autorités de confiance.,"ENQUÊTEZ. Aucun commerce international légal de spécimens vivants, de leurs parties et produits n'est autorisé. Tout document visant à autoriser un tel commerce est faux ou illégal. Des protections nationales peuvent également s'appliquer. Examinez chaque cas pour trouver d'autres pistes d'enquête.","Antilope du Tibet, cornes d'antilope, Shahtoosh",,Divers,Évitez de manipuler le produit. Manipulez les preuves avec des gants en plastique stériles. Prenez un échantillon de la saisie (y compris les articles inanimés/de l'animal décédé) avant de suivre le protocole de votre organisation.,La laine Shahtoosh transformée en châles.,En contrebande avec d'autres châles légaux comme le pashmina.,,
101,pt,douc-de-canelas-vermelhas,Florestas verdes e semi-perenes inalteradas,"Primata de pequeno porte conhecido pela variedade de cores em seu corpo, com face laranja/marrom claro; preto com um tom de cinza nas costas, no topo da cabeça e nos braços superiores; antebraços brancos; partes inferiores do corpo brancas/prata e parttes inferiores das pernas vermelhas/castanhas.","NÃO COMPRE Douc de canelas vermelhas  ou quaisquer produtos derivados. Esta espécie é classificada como em perigo de extinção, como resultado da perda de habitat e de níveis extremamente altos de caça furtiva, tanto por sua carne quanto pelo comércio de animais de estimação","INVESTIGUE. Não existe comércio internacional legal em espécimes vivos, suas partes e produtos. Quaisquer documentos apresentados que busquem permitir ou apoiar a negociação são falsos ou ilegais. Também pode existir proteção em nível nacional. Examine cada caso para obter pistas e informações que podem ser úteis na investigação.",Langur-da-canela-cinza,"Douc, douc das canelas vermelhas, langur das canelas vermelhas","MACHOS Comprimento ~ 55-60cm, Peso ~ 11-12.5 kgs   FÊMEAS Comprimento  60 cm, Peso ~8-9 kgs","Evite manusear os animais desnecessariamente. SEMPRE use luvas e máscara ao tratar primatas porque há risco elevado de contaminação por zoonose. Solicite assistência veterinária especializada. Certifique-se de que o animal tem acesso a fonte de hidratação (água, água açucarada, mel, hidrotônicos) para combater a desidratação inicial. Os filhotes e os juvenis precisam de leite, consulte o perito para os requisitos alimentares. Cuide dos filhotes e mantenha-os aquecidos.",Coletado para o consumo da carne e para uso medicinal tradicional.,Animais em fase juvenil são comumente sedados e traficados escondidos em caixas no meio da bagagem.,The species is listed in CITES Appendix 1b in Viet Nam. Extant: probably in Cambodia,"Giárdia, Tuberculose, Tularemia, Febres hemorrágicas virais, Ancilostomíase, Malária, Varíola dos macacos, Febre amarela, cestodes (solitárias), campylobacter, pseudomonas, Nilo Ocidental, Herpes (vírus B), Sarampo, Influenza, Salmonela, shigella, Pneumon"
101,fr,Douc,Forêts à feuillage persistant et semi persistant non perturbées.,"Un primate de petite taille connu pour la variété de couleur de son corps, avec un visage de couleur orange/brun clair ; noir avec une teinte de dos de couleur grise, le haut de la tête et le haut des bras ; avant-bras blancs ; dessous du corps blanc/argenté, et bas des pattes rouge/noir châtain.","N'ACHETEZ PAS de douc ou de produits dérivés. Cette espèce est classée en voie de disparition en raison des niveaux extrêmement élevés de braconnage, tant pour sa viande que pour le commerce des animaux de compagnie, et connaît également une perte d'habitat.","ENQUÊTEZ. Aucun commerce international légal de spécimens vivants, de leurs parties et produits n'est autorisé. Tout document visant à autoriser un tel commerce est faux ou illégal. Des protections nationales peuvent également s'appliquer. Examinez chaque cas pour trouver d'autres pistes d'enquête.",Douc à pattes grises,,"MALES Longueur ~ 55-60cm, Poids ~ 11-12. 5 kgs FEMELLES Longueur 60 cm, Poids ~8-9 kgs","Évitez de manipuler l'animal inutilement. Portez toujours des gants et un masque pour traiter les primates, car le risque de zoonose est élevé. Demandez l'assistance d'un vétérinaire expert. Assurez-vous que l'animal ait accès à un réhydratant (eau, eau sucrée, miel, pédialyte) pour combattre la déshydratation initiale. Les nourrissons et les primates juvéniles ont besoin de lait, consultez un expert pour les besoins alimentaires. Veillez à ce que les nourrissons soient tenus au chaud.",Prélevé pour sa viande et à des fins médicinales traditionnelles.,"Ils sont souvent sous sédatifs et font l'objet d'un trafic lorsqu'ils sont juvéniles, cachés dans des boîtes ou des bagages pour le transport.",,"Giardia, tuberculose, tularémie, fièvres hémorragiques virales, ankylostomose, paludisme, variole du singe, fièvre jaune, cestodes (vers solitaires), campylobactériose, Pseudomonas, virus du Nil occidental, herpès (virus B), rougeole, grippe, salmonellose"
106,pt,macaco-folha-prateado,"Florestas, manguezais","Primata de tamanho médio com pele e pêlo escuros. O pêlo tem pontas prateadas, o que confere o nome à espécie. Os membros são longos e delgados. A cauda é extremamente longa. Há um tufo pontiagudo  característico no alto da cabeça. As fêmeas são idênticas em cores, mas são muito menores que os machos. Os juvenis nascem com pele clara e pêlo laranja brilhante. Depois de alguns dias, a pele muda para uma cor escura e o pêlo muda para preto dentro de 6 meses.","NÃO COMPRE macacos-folha-prateados. Esta espécie é considerada quase ameaçada pela perda de habitat, caça e pelo comércio internacional de animais de estimação.",INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,,"Lutung prateado, langur prateado",Comprimento ~50cm (corpo) Comprimento ~70cm (cauda) Peso ~6kg,"Evite manusear os animais desnecessariamente. SEMPRE use luvas e máscara ao tratar primatas porque há risco elevado de contaminação por zoonose. Solicite assistência veterinária especializada. Certifique-se de que o animal tem acesso a fonte de hidratação (água, água açucarada, mel, hidrotônicos) para combater a desidratação inicial. Os filhotes e os juvenis precisam de leite, consulte o perito para os requisitos alimentares. Cuide dos filhotes e mantenha-os aquecidos.",Apanhado para o consumo da carne e para uso medicinal tradicional.,Animais em fase juvenil são comumente sedados e traficados escondidos em caixas no meio da bagagem.,Scientific name also: Trachypithecus villosus,"Giárdia, Tuberculose, Tularemia, Febres hemorrágicas virais, Ancilostomíase, Malária, Varíola dos macacos, Febre amarela, cestodes (solitárias), campylobacter, pseudomonas, Nilo Ocidental, Herpes (vírus B), Sarampo, Influenza, Salmonela, shigella, Pneumon"
106,fr,Semnopithèque à coiffe,"Forêts, mangroves.","Un primate de taille moyenne à la peau et à la fourrure foncées. La fourrure est ornée d'argent, d'où le nom de cette espèce. Les membres sont longs et minces. La queue est extrêmement longue. Il y a un tuf pointu distinct sur le dessus de la tête. Les femelles sont de couleur identique mais beaucoup plus petites que les mâles. Les juvéniles naissent avec une peau pâle et une fourrure orange vif. Après quelques jours, la peau prend une couleur foncée et la fourrure devient noire en 6 mois.","N'ACHETEZ PAS de semnopithèques à coiffe. Cette espèce est considérée comme presque menacée par la perte d'habitat, la chasse et le commerce international des animaux de compagnie.",ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,,Budeng,Longueur ~50cm (corps) Longueur ~70cm (queue) Poids ~6kg,"Évitez de manipuler l'animal inutilement. Portez toujours des gants et un masque pour traiter les primates, car le risque de zoonose est élevé. Demandez l'assistance d'un vétérinaire expert. Assurez-vous que l'animal ait accès à un réhydratant (eau, eau sucrée, miel, pédialyte) pour combattre la déshydratation initiale. Les nourrissons et les primates juvéniles ont besoin de lait, consultez un expert pour les besoins alimentaires. Veillez à ce que les nourrissons soient tenus au chaud.",Prélevé pour sa viande et à des fins médicinales traditionnelles.,"Ils sont souvent sous sédatifs et font l'objet d'un trafic lorsqu'ils sont juvéniles, cachés dans des boîtes ou des bagages pour le transport.",,"Giardia, tuberculose, tularémie, fièvres hémorragiques virales, ankylostomose, paludisme, variole du singe, fièvre jaune, cestodes (vers solitaires), campylobactériose, Pseudomonas, virus du Nil occidental, herpès (virus B), rougeole, grippe, salmonellose"
112,pt,Elefante asiático,"Floresta perene úmida, floresta perene e campos de Montane, floresta semi-perene, floresta decídua úmida, floresta decídua seca, savana (mosaico de florestas e campos), floresta de bambu, vegetação arbustiva seca, campos de planície da inundação.",Elefante cinzento a castanho menor que o africano. O topo da cabeça tem duas cúpulas redondas e as orelhas são pequenas com bordas quadradas. O lado da frente das orelhas e a tromba geralmente têm pele rosada.,"NÃO APOIE os safaris de elefante, trekking, turismo e operadores de entretenimento que não são transparentes sobre a origem de seus animais. Operadores de má reputação têm sido ligados ao tráfico, abuso e morte de elefantes selvagens. Não compre comprimidos de pele de elefante nem coma carne de elefante. Não compre marfim e produtos relacionados feitos de presas de elefante (marfim).","INVESTIGUE. Não existe comércio internacional legal em espécimes vivos, suas partes e produtos. Quaisquer documentos apresentados que busquem permitir ou apoiar a negociação são falsos ou ilegais. Também pode existir proteção em nível nacional. Examine cada caso para obter pistas e informações que podem ser úteis na investigação.",Elefante africano,,adulto altura do ombro 4m Peso 2-7 toneladas,"Evite manusear os animais desnecessariamente. Cuidado, o animal é extremamente perigoso. Solicite assistência veterinária especializada. Por medida de segurança, o animal deve estar sob sedativo leve. Mantenha controle e não se aproxime até que o veterinário ou perito chegue. Retire uma amostra da apreensão ((incluindo partes e/ou carcaças) antes de seguir os protocolos de sua agência","Comumente encontrado como presas e marfim esculpido. Também como ossos e itens feitos de pele, cauda, pêlo.","As Presas são transportadas em caixas por via aérea e marítima. O Marfim esculpido às vezes é enviado pelos serviços regulares de carga, outras vezes juntamente com o contrabandista vestido em jaqueta especial, ou em sua bagagem.",,"Antraz, Tuberculose, Infecção pelo vírus da varíola, Salmonela"
112,fr,Éléphant d'Asie,"Forêt sempervirente humide, forêt sempervirente et prairie montagnarde, forêt semi-persistante, forêt à feuilles caduques humide, forêt à feuilles caduques sèche, savane (forêt mixte et mosaïque de prairies), forêt de bambous, maquis sec, prairie marécageuse de plaine inondable.","Un éléphant gris à brun plus petit que son homologue africain. Le sommet de la tête a deux bosses rondes, et les oreilles sont petites avec des bords carrés. La face avant des oreilles et du tronc a souvent une coloration rose de la peau.","NE SOUTENEZ PAS les safaris d'éléphants, les treks, les tours et les opérateurs de loisirs qui ne sont pas transparents sur l'origine de leurs animaux. Des opérateurs peu recommandables ont été associés au trafic, à l'abus et à l'abattage d'éléphants sauvages. N'achetez pas de comprimés de peau d'éléphant et ne mangez pas de viande d'éléphant. N'achetez pas d'ivoire et de produits connexes fabriqués à partir de défenses d'éléphant (ivoire).","ENQUÊTEZ. Aucun commerce international légal de spécimens vivants, de leurs parties et produits n'est autorisé. Tout document visant à autoriser un tel commerce est faux ou illégal. Des protections nationales peuvent également s'appliquer. Examinez chaque cas pour trouver d'autres pistes d'enquête.",Eléphant d'Afrique,Eléphant d'Inde,Hauteur d'épaule adulte 4m Poids 2-7 tonnes,"Évitez de manipuler inutilement. Attention, l'animal est très dangereux. Demandez l'assistance d'un vétérinaire expert. Pour des raisons de sécurité, l'animal doit être sous sédatif. Contenez et ne vous approchez avant l'arrivée des vétérinaires ou de préposés aux animaux experts. Prenez un échantillon de la saisie (y compris les articles décédés) avant de suivre le protocole de votre organisme.","On les trouve communément sous forme de défenses et d'ivoire sculpté. Aussi comme os et articles faits de peau, queues, cheveux.","Défenses dans des caisses expédiées par voie aérienne et maritime. De l'ivoire sculpté, parfois expédié par les services postaux réguliers, d'autres fois sur la personne d'un contrebandier dans une veste spéciale, d'autres encore dans les bagages du contrebandier.",,"Anthrax, tuberculose, infection à poxvirus, salomonellose"
114,pt,Lontra anã oriental,"Áreas inundadas e abrigadas de água doce, pântanos, rios sinuosos, manguezais, poças de maré, campos de arroz irrigados, pedaços de juncos, restos de rios onde se encontram espécies de caranguejos (Brachyura), áreas de lagoas e campos de arroz, vegetação baixa e margens lamacentas. Esta espécie passa a maior parte do tempo em terra, ao contrário da maioria das outras lontras.","É a menor de todas as espécies de lontra. A lontra anã oriental tem pêlo marrom-escuro a cinza, com a garganta e o lado do pescoço de cor mais pálida. Esta lontra tem patas com membrabas entre os dedos e  garras sem corte muito pequenas que não se estendem além das almofadas das patas. A cabeça é achatada e o pescoço curto e grosso com pequenas orelhas arredondadas. Pernas curtas e uma cauda longa e achatada, cerca de um terço do comprimento total do corpo.","NÃO COMPRE Lontra anã oriental, suas partes ou produtos derivados. O transporte e  comércio internacional destes animais, suas partes e produtos derivados são controlados e é sempre necessário que sejam acompanhados de licença CITES.  A maior parte dos países controla rigorosamente o comércio e posse da lontra anã oriental. Os operadores de turismo e as fazendas de lontras têm sido ligadas ao tráfico, abuso e assassinato destes animais. Não apoie operadores que não sejam transparentes sobre a origem de seus animais. Relate o comércio para autoridades confiáveis.",INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,"Lontra do Congo, Lontra do Cabo","Lontra indiana, lontra asiática de garras pequenas",Comprimento ~90cm cabeça à ponta da cauda Peso ~5kg,"Evite manusear os animais desnecessariamente. Solicite assistência veterinária especializada. Por medida de segurança, o animal deve estar sob sedativo leve. Mantenha controle e não se aproxime até que o veterinário ou especialista em manejo chegue. Lontras são capazes de infligir mordidas desagradáveis, especialmente as fêmeas sexualmente maduras.","Peliças (couro não curtido) em trajes tradicionais, órgãos para medicina, animais vivos como animais de estimação.",Comumente contrabandeado como couro/pele e carne. As peles geralmente podem ser escondidas entre podem estar escondidas em camadas de tecido.,,"Raiva, Tuberculose"
